Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description,Notes,Parent_SMILES,Metabolite_SMILES,meta_substrate_name,meta_substrate_cid,meta_substrate_inchikey,meta_substrate_inchi,meta_enzyme,meta_reaction_type,meta_biotransformation_type,meta_biosystem,meta_prod_name,meta_prod_cid,meta_prod_inchikey,meta_prod_inchi,meta_reference
622606,N-Desmethylclomipramine,154699655,8-hydroxy-N-desmethylclomipramine,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP2D6,BIOTID01382,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424",CYP2D6,CNCCCN1c2ccccc2CCc2ccc(cc12)Cl,CNCCCN1c2cccc(c2CCc2ccc(cc12)Cl)O,N-Desmethylclomipramine,622606,VPIXQGUBUKFLRF-UHFFFAOYSA-N,"InChI=1S/C18H21ClN2/c1-20-11-4-12-21-17-6-3-2-5-14(17)7-8-15-9-10-16(19)13-18(15)21/h2-3,5-6,9-10,13,20H,4,7-8,11-12H2,1H3",CYP2D6,Aromatic hydroxylation of fused benzene ring,Human Phase I,Human,8-OH-N-desmethylclomipramine,,HURXSDYLRQSNES-UHFFFAOYSA-N,"InChI=1S/C18H21ClN2O/c1-20-10-3-11-21-16-4-2-5-18(22)15(16)9-7-13-6-8-14(19)12-17(13)21/h2,4-6,8,12,20,22H,3,7,9-11H2,1H3","Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424"
4205,Mirtazapine,154700053,8-hydroxy-mirtazapine,Hydroxylation of heteroaromatic carbon / Human Phase I,Human,CYP1A2; CYP2D6; CYP3A4,BIOTID01416,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424",CYP1A2; CYP2D6; CYP3A4,CN1CCN2C(C1)c1ccccc1Cc1cccnc21,CN1CCN2C(C1)c1ccccc1Cc1ccc(nc21)O,Mirtazapine,4205,RONZAEMNMFQXRA-UHFFFAOYNA-N,"InChI=1S/C17H19N3/c1-19-9-10-20-16(12-19)15-7-3-2-5-13(15)11-14-6-4-8-18-17(14)20/h2-8,16H,9-12H2,1H3",CYP1A2; CYP2D6; CYP3A4,HYDROXYLATION_OF_HETEROAROMATIC_CARBON,Human Phase I,Human,8-OH-mirtazapine,,WKBHWUSDTGYZBT-UHFFFAOYSA-N,"InChI=1S/C17H19N3O/c1-19-8-9-20-15(11-19)14-5-3-2-4-12(14)10-13-6-7-16(21)18-17(13)20/h2-7,15H,8-11H2,1H3,(H,18,21)","Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424"
2801,clomipramine,134222,8-hydroxy-clomipramine,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP2D6,BIOTID00428,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423",CYP2D6,CN(C)CCCN1c2ccccc2CCc2ccc(cc12)Cl,CN(C)CCCN1c2cccc(c2CCc2ccc(cc12)Cl)O,clomipramine,2801,GDLIGKIOYRNHDA-UHFFFAOYSA-N,"InChI=1S/C19H23ClN2/c1-21(2)12-5-13-22-18-7-4-3-6-15(18)8-9-16-10-11-17(20)14-19(16)22/h3-4,6-7,10-11,14H,5,8-9,12-13H2,1-2H3",CYP2D6,Aromatic hydroxylation of fused benzene ring,Human Phase I,Human,8-OH-clomipramine,134222,INPXEQNHQVLPFN-UHFFFAOYSA-N,"InChI=1S/C19H23ClN2O/c1-21(2)11-4-12-22-17-5-3-6-19(23)16(17)10-8-14-7-9-15(20)13-18(14)22/h3,5-7,9,13,23H,4,8,10-12H2,1-2H3","Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423"
185395,(s)-(-)-carvedilol,90478462,8-hydroxy-carvedilol,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP1A2; CYP3A4; CYP1A1,BIOTID00088,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015",CYP1A2 (major); CYP3A4 (minor); CYP1A1 (minor),COc1ccccc1OCCNC[C@@H](COc1cccc2c1c1ccccc1[nH]2)O,COc1ccccc1OCCNC[C@@H](COc1cccc2c1c1cccc(c1[nH]2)O)O,(s)-(-)-carvedilol,185395,OGHNVEJMJSYVRP-KRWDZBQOSA-N,"InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3/t17-/m0/s1",CYP1A2 (major); CYP3A4 (minor); CYP1A1 (minor),Aromatic hydroxylation of fused benzene ring,Human Phase I,Human,8-OH-carvedilol,90478462,GPPVNZVFGNMPNR-INIZCTEOSA-N,"InChI=1S/C24H26N2O5/c1-29-20-9-2-3-10-21(20)30-13-12-25-14-16(27)15-31-22-11-5-7-18-23(22)17-6-4-8-19(28)24(17)26-18/h2-11,16,25-28H,12-15H2,1H3/t16-/m0/s1","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
21694,1-nitropyrene,105022,8-hydroxy-1-nitropyrene,Hydroxylation of aromatic carbon / Human Phase I,Human,CYP1A2,BIOTID00122,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:11525925,CYP1A2,c1cc2ccc3ccc(c4ccc(c1)c2c34)N(=O)=O,c1cc2ccc(c3ccc4c(ccc1c4c23)N(=O)=O)O,1-nitropyrene,21694,ALRLPDGCPYIVHP-UHFFFAOYSA-N,InChI=1S/C16H9NO2/c18-17(19)14-9-7-12-5-4-10-2-1-3-11-6-8-13(14)16(12)15(10)11/h1-9H,CYP1A2,HYDROXYLATION_OF_AROMATIC_CARBON,Human Phase I,Human,8-OH-1-nitropyrene,105022,RHXGKMNLLUKFLG-UHFFFAOYSA-N,"InChI=1S/C16H9NO3/c18-14-8-4-10-2-1-9-3-7-13(17(19)20)11-5-6-12(14)16(10)15(9)11/h1-8,18H",PMID:11525925
969464,(R)-(+)-Rebamipide,154699600,8-Hydroxyrebamipide,Aromatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID01057,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12162853,CYP3A4,c1ccc2c(c1)c(C[C@H](C(=O)O)NC(=O)c1ccc(cc1)Cl)cc(n2)O,c1cc2c(CC(C(=O)O)NC(=O)c3ccc(cc3)Cl)cc(nc2c(c1)O)O,(R)-(+)-Rebamipide,969464,ALLWOAVDORUJLA-MRXNPFEDSA-N,"InChI=1S/C19H15ClN2O4/c20-13-7-5-11(6-8-13)18(24)22-16(19(25)26)9-12-10-17(23)21-15-4-2-1-3-14(12)15/h1-8,10,16H,9H2,(H,21,23)(H,22,24)(H,25,26)/t16-/m1/s1",CYP3A4,Aromatic Hydroxylation,Human Phase I,Human,8-Hydroxyrebamipide,,FVCVWZVCENZXPG-UHFFFAOYSA-N,"InChI=1S/C19H15ClN2O5/c20-12-6-4-10(5-7-12)18(25)21-14(19(26)27)8-11-9-16(24)22-17-13(11)2-1-3-15(17)23/h1-7,9,14,23H,8H2,(H,21,25)(H,22,24)(H,26,27)",PMID:12162853
10755325,8-Hydroxynevirapine,154699692,8-Hydroxynevirapine O-glucuronide,Aromatic-OH glucuronidation / Human Phase II,Human,UGT,BIOTID01600,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675.|http://www.hmdb.ca/metabolites/HMDB0061130",UGT,Cc1ccnc2c1N=C(c1cc(cnc1N2C1CC1)O)O,Cc1ccnc2c1N=C(c1cc(cnc1N2C1CC1)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)O,8-Hydroxynevirapine,10755325,DZPVEPLRIKDBFC-UHFFFAOYSA-N,"InChI=1S/C15H14N4O2/c1-8-4-5-16-14-12(8)18-15(21)11-6-10(20)7-17-13(11)19(14)9-2-3-9/h4-7,9,20H,2-3H2,1H3,(H,18,21)",UGT,Aromatic -OH glucuronidation,Human Phase II,Human,8-Hydroxynevirapine O-glucuronide,,IVZWGLRSSHUFTI-IQSUWLOCSA-N,"InChI=1S/C21H22N4O8/c1-8-4-5-22-18-12(8)24-19(29)11-6-10(7-23-17(11)25(18)9-2-3-9)32-21-15(28)13(26)14(27)16(33-21)20(30)31/h4-7,9,13-16,21,26-28H,2-3H2,1H3,(H,24,29)(H,30,31)/t13-,14-,15+,16-,21?/m0/s1","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675.|http://www.hmdb.ca/metabolites/HMDB0061130"
4463,nevirapine,10755325,8-Hydroxynevirapine,Hydroxylation of heteroaromatic carbon / Human Phase I,Human,CYP2D6; CYP2B6; CYP3A4,BIOTID00749,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675",CYP2D6 (major); CYP2B6 (minor); CYP3A4 (minor),Cc1ccnc2c1N=C(c1cccnc1N2C1CC1)O,Cc1ccnc2c1N=C(c1cc(cnc1N2C1CC1)O)O,nevirapine,4463,NQDJXKOVJZTUJA-UHFFFAOYSA-N,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",CYP2D6 (major); CYP2B6 (minor); CYP3A4 (minor),HYDROXYLATION_OF_HETEROAROMATIC_CARBON,Human Phase I,Human,8-OH-nevirapine,10755325,DZPVEPLRIKDBFC-UHFFFAOYSA-N,"InChI=1S/C15H14N4O2/c1-8-4-5-16-14-12(8)18-15(21)11-6-10(20)7-17-13(11)19(14)9-2-3-9/h4-7,9,20H,2-3H2,1H3,(H,18,21)","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
4184,Mianserine,162817,8-Hydroxymianserin,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP2D6; CYP2B6; CYP3A4 ,BIOTID01411,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985","CYP2D6 (major; (major, R>S)); CYP2B6 (R>S); CYP3A4  (S>R) ",CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3ccc(cc3Cc3ccccc3C2C1)O,Mianserine,4184,UEQUQVLFIPOEMF-UHFFFAOYNA-N,"InChI=1S/C18H20N2/c1-19-10-11-20-17-9-5-3-7-15(17)12-14-6-2-4-8-16(14)18(20)13-19/h2-9,18H,10-13H2,1H3","CYP2D6 (major; (major, RÃ¢â€°Ë†S)); CYP2B6 (R>S); CYP3A4  (S>R) ",Aromatic hydroxylation of fused benzene ring,Human Phase I,Human,8-Hydroxymianserin,162817,YTMQIPGEXLWJTN-UHFFFAOYSA-N,"InChI=1S/C18H20N2O/c1-19-8-9-20-17-7-6-15(21)11-14(17)10-13-4-2-3-5-16(13)18(20)12-19/h2-7,11,18,21H,8-10,12H2,1H3","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
64139,efavirenz,487643,8-hydroxyefavirenz,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP2B6; CYP1A2; CYP3A4,BIOTID00515,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423",CYP2B6; CYP1A2; CYP3A4,C1CC1C#C[C@]1(c2cc(ccc2N=C(O)O1)Cl)C(F)(F)F,C1CC1C#C[C@]1(c2cc(cc(c2N=C(O)O1)O)Cl)C(F)(F)F,efavirenz,64139,XPOQHMRABVBWPR-ZDUSSCGKSA-N,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)/t13-/m0/s1",CYP2B6; CYP1A2; CYP3A4,Aromatic hydroxylation of fused benzene ring,Human Phase I,Human,8-OH-efavirenz,487643,OOVOMPCQLMFEDT-ZDUSSCGKSA-N,"InChI=1S/C14H9ClF3NO3/c15-8-5-9-11(10(20)6-8)19-12(21)22-13(9,14(16,17)18)4-3-7-1-2-7/h5-7,20H,1-2H2,(H,19,21)/t13-/m0/s1","Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423"
65752,rutaecarpine,136734738,"8-Hydroxy-3,13,21-triazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-1(21),2(10),4(9),5,7,15,17,19-octaen-14-one",Aromatic Hydroxylation / Human Phase I,Human,CYP1A2;CYP2C9;CYP2D6;CYP3A4,BIOTID00890,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:16318905,CYP1A2;CYP2C9;CYP2D6;CYP3A4,c1ccc2c(c1)c1CCn3c(c1[nH]2)nc1ccccc1c3=O,c1ccc2c(c1)c(=O)n1CCc3c4c(cccc4O)[nH]c3c1n2,rutaecarpine,65752,ACVGWSKVRYFWRP-UHFFFAOYSA-N,"InChI=1S/C18H13N3O/c22-18-13-6-2-4-8-15(13)20-17-16-12(9-10-21(17)18)11-5-1-3-7-14(11)19-16/h1-8,19H,9-10H2",CYP1A2;CYP2C9;CYP2D6;CYP3A4,Aromatic Hydroxylation,Human Phase I,Human,,,HOKAQDWBHPUJBU-UHFFFAOYSA-N,"InChI=1S/C18H13N3O2/c22-14-7-3-6-13-15(14)11-8-9-21-17(16(11)19-13)20-12-5-2-1-4-10(12)18(21)23/h1-7,19,22H,8-9H2",PMID:16318905
444899,arachidonic acid,11976122,8-HETE,"Aliphatic hydroxylation of acyclic 1,2-disubstituted alkene / Human Phase I",Human,CYP1A1; CYP1A2; CYP2C8; CYP2C9,BIOTID00281,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015",CYP1A1; CYP1A2; CYP2C8; CYP2C9,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,CCCCC/C=C\C/C=C\C=C\C(C/C=C\CCCC(=O)O)O,arachidonic acid,444899,YZXBAPSDXZZRGB-DOFZRALJSA-N,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-",CYP1A1; CYP1A2; CYP2C8; CYP2C9,"Aliphatic hydroxylation of acyclic 1,2-disubstituted alkene",Human Phase I,Human,8-HETE,,NLUNAYAEIJYXRB-HEJOTXCHSA-N,"InChI=1S/C20H32O3/c1-2-3-4-5-6-7-8-9-10-13-16-19(21)17-14-11-12-15-18-20(22)23/h6-7,9-11,13-14,16,19,21H,2-5,8,12,15,17-18H2,1H3,(H,22,23)/b7-6-,10-9-,14-11-,16-13+","Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
656665,tropisetron,10199314,8-Azabicyclo[3.2.1]octan-3-yl 1H-indole-3-carboxylate,N-demethylation / Human Phase I,Human,CYP3A4,BIOTID01052,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:7598739,CYP3A4,CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)c1c[nH]c2ccccc12,c1ccc2c(c1)c(c[nH]2)C(=O)OC1CC2CCC(C1)N2,tropisetron,656665,ZNRGQMMCGHDTEI-CLLJXQQHSA-N,"InChI=1S/C17H20N2O2/c1-19-11-6-7-12(19)9-13(8-11)21-17(20)15-10-18-16-5-3-2-4-14(15)16/h2-5,10-13,18H,6-9H2,1H3/t11-,12+,13?",CYP3A4,N-demethylation,Human Phase I,Human,,10199314,LCAGVMWMARLFPS-UHFFFAOYSA-N,"InChI=1S/C16H18N2O2/c19-16(14-9-17-15-4-2-1-3-13(14)15)20-12-7-10-5-6-11(8-12)18-10/h1-4,9-12,17-18H,5-8H2",PMID:7598739
444899,arachidonic acid,5283203,"8,9-EET","Epoxidation of 1,2-disubstituted alkene / Human Phase I",Human,CYP1A1; CYP1A2; CYP2B6; CYP2D6,BIOTID00275,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015",CYP1A1; CYP1A2; CYP2B6 (minor); CYP2D6,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,CCCCC/C=C\C/C=C\CC1C(C/C=C\CCCC(=O)O)O1,arachidonic acid,444899,YZXBAPSDXZZRGB-DOFZRALJSA-N,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-",CYP1A1; CYP1A2; CYP2B6 (minor); CYP2D6,EPOXIDATION_OF_12_DISUBSTITUTED_ALKLENE,Human Phase I,Human,"8,9-EET",,DBWQSCSXHFNTMO-TYAUOURKSA-N,"InChI=1S/C20H32O3/c1-2-3-4-5-6-7-8-9-12-15-18-19(23-18)16-13-10-11-14-17-20(21)22/h6-7,9-10,12-13,18-19H,2-5,8,11,14-17H2,1H3,(H,21,22)/b7-6-,12-9-,13-10-","Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
487643,8-hydroxyefavirenz,16725849,"8,14-dihydroxy-efavirenz",Hydroxylation of alicyclic secondary carbon; Hydroxylation of alicyclic secondary carbon (pattern1) / Human Phase I,Human,CYP2B6,BIOTID00209,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423",CYP2B6,C1CC1C#C[C@]1(c2cc(cc(c2N=C(O)O1)O)Cl)C(F)(F)F,C1CC1(C#C[C@]1(c2cc(cc(c2N=C(O)O1)O)Cl)C(F)(F)F)O,8-hydroxyefavirenz,487643,OOVOMPCQLMFEDT-ZDUSSCGKSA-N,"InChI=1S/C14H9ClF3NO3/c15-8-5-9-11(10(20)6-8)19-12(21)22-13(9,14(16,17)18)4-3-7-1-2-7/h5-7,20H,1-2H2,(H,19,21)/t13-/m0/s1",CYP2B6,HYDROXYLATION_OF_ALICYCLIC_SECONDARY_CARBON; HYDROXYLATION_OF_ALICYCLIC_SECONDARY_CARBON_PATTERN1,Human Phase I,Human,"8,14-diOH-efavirenz",16725849,WILFXLMJFSKQRP-ZDUSSCGKSA-N,"InChI=1S/C14H9ClF3NO4/c15-7-5-8-10(9(20)6-7)19-11(21)23-13(8,14(16,17)18)4-3-12(22)1-2-12/h5-6,20,22H,1-2H2,(H,19,21)/t13-/m0/s1","Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423"
10106,1_4_cineole,113623,"7-Oxabicyclo[2.2.1]heptan-2-ol, 1-methyl-4-(1-methylethyl)-",Hydroxylation of alicyclic secondary carbon / Human Phase I,Human,CYP3A4,BIOTID00112,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:11695850,CYP3A4,CC(C)C12CCC(C)(CC1)O2,CC(C)C12CCC(C)(C(C1)O)O2,1_4_cineole,10106,RFFOTVCVTJUTAD-AOOOYVTPSA-N,"InChI=1S/C10H18O/c1-8(2)10-6-4-9(3,11-10)5-7-10/h8H,4-7H2,1-3H3",CYP3A4,Hydroxylation of alicyclic secondary carbon,Human Phase I,Human,,113623,IFQZADDJTDGGCP-UHFFFAOYSA-N,"InChI=1S/C10H18O2/c1-7(2)10-5-4-9(3,12-10)8(11)6-10/h7-8,11H,4-6H2,1-3H3",PMID:11695850
