Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description,Notes,Parent_SMILES,Metabolite_SMILES,meta_substrate_name,meta_substrate_cid,meta_substrate_inchikey,meta_substrate_inchi,meta_enzyme,meta_reaction_type,meta_biotransformation_type,meta_biosystem,meta_prod_name,meta_prod_cid,meta_prod_inchikey,meta_prod_inchi,meta_reference
13909090,(S)-Methylenedioxyethylamphetamine,145996806,"N-methyl-3,4-methylenedioxyamphetamine",Demethylenation / Human Phase I,Human,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2D6;CYP2E1;CYP3A4,BIOTID01061,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10799653,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2D6;CYP2E1;CYP3A4,CCN[C@@H](C)Cc1ccc2c(c1)OCO2,CCN[C@@H](C)Cc1ccc(c(c1)O)O,(S)-Methylenedioxyethylamphetamine,13909090,PVXVWWANJIWJOO-VIFPVBQESA-N,"InChI=1S/C12H17NO2/c1-3-13-9(2)6-10-4-5-11-12(7-10)15-8-14-11/h4-5,7,9,13H,3,6,8H2,1-2H3/t9-/m0/s1",CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2D6;CYP2E1;CYP3A4,Demethylenation,Human Phase I,Human,"N-methyl-3,4-methylenedioxyamphetamine",,CKUGRMSDBDIJRN-QMMMGPOBSA-N,"InChI=1S/C11H17NO2/c1-3-12-8(2)6-9-4-5-10(13)11(14)7-9/h4-5,7-8,12-14H,3,6H2,1-2H3/t8-/m0/s1",PMID:10799653
1615,"N-methyl-3,4methylenedioxyamphetamine ",161126,"N-Methyl-3,4dihydroxyamphetamine ",Methylenedioxy ring opening / Human Phase I,Human,CYP2D6; CYP1A2 ,BIOTID01433,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985",CYP2D6; CYP1A2 ,CC(Cc1ccc2c(c1)OCO2)NC,CC(Cc1ccc(c(c1)O)O)NC,"N-methyl-3,4methylenedioxyamphetamine ",1615,SHXWCVYOXRDMCX-UHFFFAOYNA-N,"InChI=1S/C11H15NO2/c1-8(12-2)5-9-3-4-10-11(6-9)14-7-13-10/h3-4,6,8,12H,5,7H2,1-2H3",CYP2D6; CYP1A2 ,Methylenedioxy ring opening,Human Phase I,Human,"N-Methyl-3,4dihydroxyamphetamine ",161126,NTCPGTZTPGFNOM-UHFFFAOYSA-N,"InChI=1S/C10H15NO2/c1-7(11-2)5-8-3-4-9(12)10(13)6-8/h3-4,6-7,11-13H,5H2,1-2H3","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
667458,"(R)-3,4-Methylenedioxymethamphetamine",67851484,"N-Methyl-3,4- dihydroxyamphetamine",Methylenedioxy ring opening / Human Phase I,Human,CYP1A2; CYP2D6,BIOTID00011,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985",CYP1A2; CYP2D6,C[C@H](Cc1ccc2c(c1)OCO2)NC,C[C@H](Cc1ccc(c(c1)O)O)NC,"(R)-3,4-Methylenedioxymethamphetamine",667458,SHXWCVYOXRDMCX-MRVPVSSYSA-N,"InChI=1S/C11H15NO2/c1-8(12-2)5-9-3-4-10-11(6-9)14-7-13-10/h3-4,6,8,12H,5,7H2,1-2H3/t8-/m1/s1",CYP1A2; CYP2D6,Methylenedioxy ring opening,Human Phase I,Human,"N-Methyl-3,4- dihydroxyamphetamine",67851484,NTCPGTZTPGFNOM-SSDOTTSWSA-N,"InChI=1S/C10H15NO2/c1-7(11-2)5-8-3-4-9(12)10(13)6-8/h3-4,6-7,11-13H,5H2,1-2H3/t7-/m1/s1","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
119590,deramciclane,9865894,"N-Methyl-2-[(1,7,7-trimethyl-2-phenyl-2-bicyclo[2.2.1]heptanyl)oxy]ethanamine",N-demethylation / Human Phase I,Human,CYP3A4,BIOTID00468,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:14566442,CYP3A4,CC1(C)[C@@H]2CC[C@@]1(C)[C@](C2)(c1ccccc1)OCCN(C)C,CC1(C)C2CCC1(C)C(C2)(c1ccccc1)OCCNC,deramciclane,119590,QOBGWWQAMAPULA-RLLQIKCJSA-N,"InChI=1S/C20H31NO/c1-18(2)17-11-12-19(18,3)20(15-17,22-14-13-21(4)5)16-9-7-6-8-10-16/h6-10,17H,11-15H2,1-5H3/t17-,19-,20+/m1/s1",CYP3A4,N-demethylation,Human Phase I,Human,,9865894,KTVWFUOXICTLAW-UHFFFAOYSA-N,"InChI=1S/C19H29NO/c1-17(2)16-10-11-18(17,3)19(14-16,21-13-12-20-4)15-8-6-5-7-9-15/h5-9,16,20H,10-14H2,1-4H3",PMID:14566442
4927,Promethazine,169959,N-Methyl-1-(10H-phenothiazin-10-yl)propan-2-amine,N-Demethylation / Human Phase I,Human,CYP2D6,BIOTID01165,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:8946477,CYP2D6,CC(CN1c2ccccc2Sc2ccccc12)N(C)C,CC(CN1c2ccccc2Sc2ccccc12)NC,Promethazine,4927,PWWVAXIEGOYWEE-UHFFFAOYSA-N,"InChI=1S/C17H20N2S/c1-13(18(2)3)12-19-14-8-4-6-10-16(14)20-17-11-7-5-9-15(17)19/h4-11,13H,12H2,1-3H3",CYP2D6,N-Demethylation,Human Phase I,Human,,,IJOZCCILCJIHOA-UHFFFAOYSA-N,"InChI=1S/C16H18N2S/c1-12(17-2)11-18-13-7-3-5-9-15(13)19-16-10-6-4-8-14(16)18/h3-10,12,17H,11H2,1-2H3",PMID:8946477
10783,clomethiazole,581759,NLA-715,Aliphatic Hydroxylation / Human Phase I,Human,CYP2A6,BIOTID00426,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12734608,CYP2A6,Cc1c(CCCl)scn1,Cc1c(C(CCl)O)scn1,clomethiazole,10783,PCLITLDOTJTVDJ-UHFFFAOYSA-N,"InChI=1S/C6H8ClNS/c1-5-6(2-3-7)9-4-8-5/h4H,2-3H2,1H3",CYP2A6,Aliphatic Hydroxylation,Human Phase I,Human,NLA-715,581759,OOKATFCTRGAPQX-UHFFFAOYSA-N,"InChI=1S/C6H8ClNOS/c1-4-6(5(9)2-7)10-3-8-4/h3,5,9H,2H2,1H3",PMID:12734608
157704,"3,5-pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (4r)-",146012,Nitrendipine M (dehydro),Dehydrogenation / Human Phase I,Human,CYP3A4 ,BIOTID00164,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:2061924,CYP3A4 ,CCOC(=O)C1=C(C)NC(=C([C@H]1c1cccc(c1)N(=O)=O)C(=O)OC)C,CCOC(=O)c1c(C)nc(C)c(c1c1cccc(c1)N(=O)=O)C(=O)OC,"3,5-pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (4r)-",157704,PVHUJELLJLJGLN-MRXNPFEDSA-N,"InChI=1S/C18H20N2O6/c1-5-26-18(22)15-11(3)19-10(2)14(17(21)25-4)16(15)12-7-6-8-13(9-12)20(23)24/h6-9,16,19H,5H2,1-4H3/t16-/m1/s1",CYP3A4 ,Dehydrogenation,Human Phase I,Human,,146012,YEHVABIPGJLMET-UHFFFAOYSA-N,"InChI=1S/C18H18N2O6/c1-5-26-18(22)15-11(3)19-10(2)14(17(21)25-4)16(15)12-7-6-8-13(9-12)20(23)24/h6-9H,5H2,1-4H3",PMID:2061924
91480,Nirvanol,53463653,Nirvanol N-glucuronide,N-glucuronidation / Human Phase II,Human,UGT,BIOTID01706,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,,UGT,CCC1(c2ccccc2)C(=NC(=N1)O)O,CCC1(c2ccccc2)C(=O)N(C2C(C(C(C(C(=O)O)O2)O)O)O)C(=N1)O,Nirvanol,91480,UDTWZFJEMMUFLC-UHFFFAOYSA-N,"InChI=1S/C11H12N2O2/c1-2-11(8-6-4-3-5-7-8)9(14)12-10(15)13-11/h3-7H,2H2,1H3,(H2,12,13,14,15)",UGT,N-glucuronidation,Human Phase II,Human,Nirvanol N-glucuronide,,DODGRIDUNRFYLX-UHFFFAOYSA-N,"InChI=1S/C17H20N2O8/c1-2-17(8-6-4-3-5-7-8)15(25)19(16(26)18-17)13-11(22)9(20)10(21)12(27-13)14(23)24/h3-7,9-13,20-22H,2H2,1H3,(H,18,26)(H,23,24)",
107921,S-Mephenytoin,6540813,Nirvanol,N-dealkylation of dicarboximide / Human Phase I,Human,CYP2C19; CYP2C18; CYP2D6; CYP1A2; CYP3A4; CYP2B6,BIOTID01301,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Koyama, E. et al. (1997); Reappraisal of Human CYP Isoforms Involved in Imipramine N-Demethylation and 2-Hydroxylation: A Study Using Microsomes Obtained from Putative Extensive and Poor Metabolizers of S-Mephenytoin and Eleven Recombinant Human CYPs; Journal of Pharmacology and Experimental Therapeutics; 281 (3) 1199-1210;",CYP2C19; CYP2C18; CYP2D6; CYP1A2; CYP3A4; CYP2B6,CC[C@]1(c2ccccc2)C(=O)N(C)C(=N1)O,CC[C@]1(c2ccccc2)C(=NC(=N1)O)O,S-Mephenytoin,107921,GMHKMTDVRCWUDX-LBPRGKRZSA-N,"InChI=1S/C12H14N2O2/c1-3-12(9-7-5-4-6-8-9)10(15)14(2)11(16)13-12/h4-8H,3H2,1-2H3,(H,13,16)/t12-/m0/s1",CYP2C19; CYP2C18; CYP2D6; CYP1A2; CYP3A4; CYP2B6,N-dealkylation of dicarboximide,Human Phase I,Human,Nirvanol,6540813,UDTWZFJEMMUFLC-NSHDSACASA-N,"InChI=1S/C11H12N2O2/c1-2-11(8-6-4-3-5-7-8)9(14)12-10(15)13-11/h3-7H,2H2,1H3,(H2,12,13,14,15)/t11-/m0/s1","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Koyama, E. et al. (1997); Reappraisal of Human CYP Isoforms Involved in Imipramine N-Demethylation and 2-Hydroxylation: A Study Using Microsomes Obtained from Putative Extensive and Poor Metabolizers of S-Mephenytoin and Eleven Recombinant Human CYPs; Journal of Pharmacology and Experimental Therapeutics; 281 (3) 1199-1210;"
904,acetanilide,115251,N-Hydroxy-N-phenylacetamide,N-hydroxylation of anilide / Human Phase I,Human,CYP2E1,BIOTID00228,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985",CYP2E1,CC(=Nc1ccccc1)O,CC(=O)N(c1ccccc1)O,acetanilide,904,FZERHIULMFGESH-UHFFFAOYSA-N,"InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)",CYP2E1,N-hydroxylation of anilide,Human Phase I,Human,N-Hydroxy-N-phenylacetamide,115251,GMJUGPZVHVVVCG-UHFFFAOYSA-N,"InChI=1S/C8H9NO2/c1-7(10)9(11)8-5-3-2-4-6-8/h2-6,11H,1H3","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
2955,dapsone,65387,N-Hydroxydapsone,N-hydroxylation of aniline to hydroxylamine / Human Phase I,Human,CYP2E1; CYP3A4; CYP2C9; CYP2C8,BIOTID00458,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Winter HR, Wang Y, Unadkat JD (2000); CYP2C8/9 mediate dapsone N-hydroxylation at clinical concentrations of dapsone; Drug Metab Dispos. 2000 Aug;28(8):865-8, PMID:10901692",CYP2E1; CYP3A4; CYP2C9; CYP2C8,c1cc(ccc1N)S(=O)(=O)c1ccc(cc1)N,c1cc(ccc1N)S(=O)(=O)c1ccc(cc1)NO,dapsone,2955,MQJKPEGWNLWLTK-UHFFFAOYSA-N,"InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2",CYP2E1; CYP3A4; CYP2C9; CYP2C8,N-hydroxylation of aniline to hydroxylamine,Human Phase I,Human,N-Hydroxydapsone,65387,IYDSJDWESCGRKW-UHFFFAOYSA-N,"InChI=1S/C12H12N2O3S/c13-9-1-5-11(6-2-9)18(16,17)12-7-3-10(14-15)4-8-12/h1-8,14-15H,13H2","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Winter HR, Wang Y, Unadkat JD (2000); CYP2C8/9 mediate dapsone N-hydroxylation at clinical concentrations of dapsone; Drug Metab Dispos. 2000 Aug;28(8):865-8, PMID:10901692"
153360,N-hydroxy-benzidine,129827299,N-hydroxy-benzidine O-acetyl,O-acetylation of N-hydroxylarylamine / Human Phase II,Human,NAT1,BIOTID01648,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Murata, M. et al. (2005); Carcinogenic 3-nitrobenzanthrone induces oxidative damage to isolated and cellular DNA; Free Radical Biology & Medicine 40 (2006) 1242-1249",NAT1,c1cc(ccc1c1ccc(cc1)NO)N,CC(=O)ONc1ccc(cc1)c1ccc(cc1)N,N-hydroxy-benzidine,153360,VAINAOKETCVWJD-UHFFFAOYSA-N,"InChI=1S/C12H12N2O/c13-11-5-1-9(2-6-11)10-3-7-12(14-15)8-4-10/h1-8,14-15H,13H2",NAT1,O-acetylation of N-hydroxylarylamine,Human Phase II,Human,N-hydroxy-benzidine O-acetyl,129827299,VFVUONTVQXSSGF-UHFFFAOYSA-N,"InChI=1S/C14H14N2O2/c1-10(17)18-16-14-8-4-12(5-9-14)11-2-6-13(15)7-3-11/h2-9,16H,15H2,1H3","Murata, M. et al. (2005); Carcinogenic 3-nitrobenzanthrone induces oxidative damage to isolated and cellular DNA; Free Radical Biology & Medicine 40 (2006) 1242Ã¢â‚¬â€œ1249"
6115,aniline,7518,N-Hydroxyaniline,N-hydroxylation of primary arylamine / Human Phase I,Human,CYP2E1,BIOTID00258,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985",CYP2E1,c1ccc(cc1)N,c1ccc(cc1)NO,aniline,6115,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",CYP2E1,N-hydroxylation of primary arylamine,Human Phase I,Human,N-Hydroxyaniline,,CKRZKMFTZCFYGB-UHFFFAOYSA-N,"InChI=1S/C6H7NO/c8-7-6-4-2-1-3-5-6/h1-5,7-8H","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
24121,6-nitrochrysene,154699544,N-hydroxy-6-AC,Aromatic Hydroxylation / Human Phase I,Human,CYP1A2;CYP3A4,BIOTID00193,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:8481905,CYP1A2;CYP3A4,c1ccc2c(c1)ccc1c3ccccc3c(cc21)N(=O)=O,c1ccc2c(c1)ccc1c3ccccc3c(cc21)[NH+]O,6-nitrochrysene,24121,UAWLTQJFZUYROA-UHFFFAOYSA-N,InChI=1S/C18H11NO2/c20-19(21)18-11-17-13-6-2-1-5-12(13)9-10-15(17)14-7-3-4-8-16(14)18/h1-11H,CYP1A2;CYP3A4,Aromatic Hydroxylation,Human Phase I,Human,N-hydroxy-6-AC,,DDEXKYQWZJEPRX-UHFFFAOYSA-O,"InChI=1S/C18H13NO/c20-19-18-11-17-13-6-2-1-5-12(13)9-10-15(17)14-7-3-4-8-16(14)18/h1-11,19-20H/p+1",PMID:8481905
154699664,3-aminobenzanthrone,154700116,N-hydroxy-3-aminobenzanthrone,N-hydroxylation of primary arylamine / Human Phase I,Human,CYP1A1; CYP1A2; CYP1B1; CYP2A6; CYP2B6; ,BIOTID01326,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Murata, M. et al. (2005); Carcinogenic 3-nitrobenzanthrone induces oxidative damage to isolated and cellular DNA; Free Radical Biology & Medicine 40 (2006) 1242-1249",CYP1A1; CYP1A2; CYP1B1; CYP2A6; CYP2B6; ,c1ccc2c(c1)C1=C3C(C=CC=C3C2=O)C(C=C1)N,c1ccc2c(c1)C1=C3C(C=CC=C3C2=O)C(C=C1)NO,3-aminobenzanthrone,,HXXLZOYCGAVCRU-UHFFFAOYSA-N,"InChI=1S/C17H13NO/c18-15-9-8-11-10-4-1-2-5-12(10)17(19)14-7-3-6-13(15)16(11)14/h1-9,13,15H,18H2",CYP1A1; CYP1A2; CYP1B1; CYP2A6; CYP2B6; ,N-hydroxylation of primary arylamine,Human Phase I,Human,N-hydroxy-3-aminobenzanthrone,,YNTLLJJVUJRBPX-UHFFFAOYSA-N,"InChI=1S/C17H13NO2/c19-17-12-5-2-1-4-10(12)11-8-9-15(18-20)13-6-3-7-14(17)16(11)13/h1-9,13,15,18,20H","Murata, M. et al. (2005); Carcinogenic 3-nitrobenzanthrone induces oxidative damage to isolated and cellular DNA; Free Radical Biology & Medicine 40 (2006) 1242Ã¢â‚¬â€œ1249"
7057,2-naphthylamine,69176,N-Hydroxy-2-naphthalenamine,N-hydroxylation of primary arylamine / Human Phase I,Human,CYP1A2,BIOTID00141,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic, S., Di Carlo, F. (1997) Human Cytochrome P450 Enzymes: A Status Report Summarizing Their Reactions, Substrates, Inducers, and Inhibitors; Drug Metabolism Reviews, 29:1-2, 413-580; DOI:10.3109/03602539709037591; PMID:9187528",CYP1A2,c1ccc2cc(ccc2c1)N,c1ccc2cc(ccc2c1)NO,2-naphthylamine,7057,JBIJLHTVPXGSAM-UHFFFAOYSA-N,"InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2",CYP1A2,N-hydroxylation of primary arylamine,Human Phase I,Human,N-Hydroxy-2-naphthalenamine,69176,JGXYZXHJZJYHPW-UHFFFAOYSA-N,"InChI=1S/C10H9NO/c12-11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11-12H","Rendic, S., Di Carlo, F. (1997) Human Cytochrome P450 Enzymes: A Status Report Summarizing Their Reactions, Substrates, Inducers, and Inhibitors; Drug Metabolism Reviews, 29:1-2, 413-580; DOI:10.3109/03602539709037591; PMID:9187528"
5895,N-hydroxy-2-aminofluorene,149047,"N-hydroxy-2-aminofluorene, O-acetyl",O-acetylation of N-hydroxylarylamine / Human Phase II,Human,NAT1,BIOTID01649,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Murata, M. et al. (2005); Carcinogenic 3-nitrobenzanthrone induces oxidative damage to isolated and cellular DNA; Free Radical Biology & Medicine 40 (2006) 1242-1249",NAT1,c1ccc2c(c1)Cc1cc(ccc21)NO,CC(=O)ONc1ccc2c(Cc3ccccc23)c1,N-hydroxy-2-aminofluorene,5895,JJCLXJPUTJMRTM-UHFFFAOYSA-N,"InChI=1S/C13H11NO/c15-14-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8,14-15H,7H2",NAT1,O-acetylation of N-hydroxylarylamine,Human Phase II,Human,"N-hydroxy-2-aminofluorene, O-acetyl",149047,DAJPHRKDAWYAJZ-UHFFFAOYSA-N,"InChI=1S/C15H13NO2/c1-10(17)18-16-13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9,16H,8H2,1H3","Murata, M. et al. (2005); Carcinogenic 3-nitrobenzanthrone induces oxidative damage to isolated and cellular DNA; Free Radical Biology & Medicine 40 (2006) 1242Ã¢â‚¬â€œ1249"
5897,2-Acetylaminofluorene,5896,N-Hydroxy-2-acetamidofluorene,N-hydroxylation of secondary arylamide / Human Phase I,Human,CYP1A2,BIOTID00134,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"McManus, M. E. et al (1990), Metablism of 2-acetylaminofluorene and Benzo(a)pyrene activation of food-derived heterocyclic amine mutagens by human cytochromes P-450; Cancer research, 50 (11); 3367-3376, PMID:2334931",CYP1A2,CC(=Nc1ccc2c(Cc3ccccc23)c1)O,CC(=O)N(c1ccc2c(Cc3ccccc23)c1)O,2-acetamidofluorene,5897,CZIHNRWJTSTCEX-UHFFFAOYSA-N,"InChI=1S/C15H13NO/c1-10(17)16-13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9H,8H2,1H3,(H,16,17)",CYP1A2,N-hydroxylation of secondary arylamide,Human Phase I,Human,N-Hydroxy-2-acetamidofluorene,5896,SOKUIEGXJHVFDV-UHFFFAOYSA-N,"InChI=1S/C15H13NO2/c1-10(17)16(18)13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9,18H,8H2,1H3","McManus, M. E. et al (1990), Metablism of 2-acetylaminofluorene and Benzo(a)pyrene activation of food-derived heterocyclic amine mutagens by human cytochromes P-450; Cancer research, 50 (11); 3367-3376, PMID:2334931"
5897,2-Acetylaminofluorene,5896,N-Hydroxy-2-acetamidofluorene,Aromatic Hydroxylation / Human Phase I,Human,CYP1A2,BIOTID00137,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"McManus, M. E. et al (1990), Metablism of 2-acetylaminofluorene and Benzo(a)pyrene activation of food-derived heterocyclic amine mutagens by human cytochromes P-450; Cancer research, 50 (11); 3367-3376, PMID:2334931",CYP1A2,CC(=Nc1ccc2c(Cc3ccccc23)c1)O,CC(=O)N(c1ccc2c(Cc3ccccc23)c1)O,2-acetamidofluorene,5897,CZIHNRWJTSTCEX-UHFFFAOYSA-N,"InChI=1S/C15H13NO/c1-10(17)16-13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9H,8H2,1H3,(H,16,17)",CYP1A2,Aromatic Hydroxylation,Human Phase I,Human,N-Hydroxy-2-acetamidofluorene,5896,SOKUIEGXJHVFDV-UHFFFAOYSA-N,"InChI=1S/C15H13NO2/c1-10(17)16(18)13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9,18H,8H2,1H3","McManus, M. E. et al (1990), Metablism of 2-acetylaminofluorene and Benzo(a)pyrene activation of food-derived heterocyclic amine mutagens by human cytochromes P-450; Cancer research, 50 (11); 3367-3376, PMID:2334931"
